x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,y
-1.0856306033005612,0.9973454465835858,0.28297849805199204,-1.506294713918092,-0.5786002519685364,1.651436537097151,-2.426679243393074,-0.42891262885617726,1.265936258705534,-0.8667404022651017,-0.6788861516220543,-0.09470896893689112,1.4913896261242878,-0.638901996684651,-0.44398195964606546,-0.43435127561851733,2.2059300827254558,2.1867860889737867,1.004053897878877,0.386186399174856,0.7373685758962422,1.490732028150799,-0.9358338684023914,1.1758290447821034,-1.2538806677490124,-0.6377515024534103,0.9071051958003012,-1.428680700225969,-0.1400687201886661,-0.8617548958596855,-7.898824151473059
-0.2556193705305969,-2.7985891054607244,-1.771533104509847,-0.6998772345979173,0.9274624317585825,-0.1736356827902158,0.0028459158968110196,0.688222711102285,-0.8795363430090519,0.283627323807291,-0.8053665180656158,-1.7276694941206072,-0.390899793755101,0.5738058624050577,0.3385890509998015,-0.01183049447881976,2.392365265937726,0.4129121603087788,0.9787360059373466,2.2381433384979528,-1.2940853231612488,-1.0387882102049535,1.7437122251229307,-0.7980627352410625,0.02968323030333022,1.0693159694243486,0.8907063912931708,1.7548861819811095,1.4956441370334692,1.0693926697057368,1.449225572415062
-0.7727087142471915,0.7948626677932181,0.31427199450686705,-1.326265459940456,1.4172990464768525,0.8072365345785665,0.045490080631097156,-0.2330920609844135,-1.198301144700787,0.19952407355863258,0.46843911944564426,-0.8311549842432792,1.1622040490995293,-1.0972030464830342,-2.1231003500424417,1.0397270908927005,-0.4033660381021075,-0.12602958531301514,-0.8375167228250533,-1.6059627607174027,1.2552373747242185,-0.6888689838469215,1.6609524881479396,0.8073081862107286,-0.31475814671745994,-1.0859024011268665,-0.732461986720457,-1.2125231310951696,2.0871133595881854,0.16444123022982496,0.19138247494978486
1.1502055425466322,-1.2673520490102275,0.18103512959700388,1.1778619388085783,-0.3350107619330159,1.0311144589217422,-1.0845679120057665,-1.3634715446185843,0.37940061207813613,-0.3791764345725522,0.6420546892718314,-1.977887931520449,0.7122646354705182,2.5983039272693147,-0.024625981431480627,0.03414212890984157,0.17954948463867915,-1.8619757107917871,0.4261466396903099,-1.6054097440159647,-0.42767959812380435,1.242869549603737,-0.7352169561000764,0.5012489895674,1.0127390539563705,0.2787408560959998,-1.3709484700946077,-0.3324752753514139,1.959411342388286,-2.025045762997471,-10.970450377704925
-0.27578601386617546,-0.5521080714881078,0.12074736309713868,0.7482156171872304,1.6086909680220534,-0.2702323920091581,0.8123413299768204,0.49974014486517293,0.4743472978718003,-0.5639239315264725,-0.9973214687759007,-1.100043112620697,-0.7564372093991233,0.3216865758662266,0.7609493931283295,0.32346884785689517,-0.5489550961957409,1.805970109932475,1.5188656236315399,-0.35400011275017335,-0.8234314059856659,0.13021495415796958,1.2672986450543529,0.3327649772541171,0.5565487049100443,-0.21208012227562573,0.4562708952022307,1.5445444514561384,-0.23966878147771076,0.14330773250787254,7.327298859197897
0.25381647654962736,0.2837253557710373,-1.4118888760712274,-1.8768686558738945,-1.0196550709218393,0.16794229540166816,0.5538561660032112,-0.5306745597736241,1.3772574828673068,-0.1431759743261871,0.02031599823462459,-0.19396387055266243,0.13402679274666512,0.7044740740436035,0.6656534379123312,-0.8984229406095902,1.5236637764785275,-1.0950264574269175,0.07922701409061239,-0.2743965735223526,-1.0489916773184873,-0.07512058797383152,-0.7408137732923984,0.07290724327605223,0.403085961219367,1.4719293689732715,0.3073842186274145,-0.6112253403048249,-0.39161981071960156,0.13997810611456363,-7.407655476727809
0.09346082946215117,1.4595892682284208,1.3953529297569547,-0.3589359262422613,-0.5486421281861983,-2.5570546040678583,-0.5489204133222201,-0.9780577060842837,-0.3548244580948187,0.3915842423501111,0.1771923291989879,-0.02996800704754226,0.1995821110885137,-0.12611777323099171,0.19701893254347608,-3.2310550079193123,-0.26929348975075423,-0.110850721053007,-0.3412617162065858,-0.21794626210294177,0.7033101178067301,-0.5981053313408254,2.200702099217128,0.6882969302220884,-0.006307250913872172,-0.2066623031975665,-0.08652228638213517,-0.9153070699439787,-0.09520253925800948,0.2786835167270544,-16.315376202810164
0.5795416155732297,0.5796897791443336,-0.27487754656593466,-1.4160822525219303,-0.6691026262334455,1.612193042812388,0.8960583134099478,0.3696195863041741,-0.7612942447601239,0.003645154973777971,-1.255668685662482,-0.5519368756960736,-0.24520334168519506,-0.361639931865213,0.956601931056012,-1.4187259140354525,-0.8654322715151541,-1.3746879710222193,-1.237353212687854,0.12405589644664888,-1.6004405330562717,0.7538687788376367,-0.24681577694107554,0.06878833252597749,0.32257673799720377,-0.4341665202515911,1.0324797157533776,-0.19434272672763503,0.59407025523907,-0.19911238275725224,-8.663349773610724
0.2908743874249234,0.2796626701579614,0.2499699394555311,-0.9743078496209195,0.43587577054744,-0.3189569890995958,0.630488030489918,-2.152493444412304,-1.465116222054951,0.36344556213502865,1.8629275851052287,0.8350587468112366,-0.6824509341999805,-1.692052415377956,0.7426862211616183,-0.0805832220429508,0.5907042178943853,0.11529872221079104,0.029642925120495236,2.958625445893176,-0.0061299610455789804,-0.15924520925326485,-0.12144867540402206,-0.5835367167076569,0.9901328947153126,-0.3537543337813492,0.6359427056445893,0.2846030298135564,1.2189858621324263,0.4201795969883613,8.14612919840915
-1.2133847809476472,-1.3264877850539407,1.4083691460769014,-0.6087108032644418,-1.3206025797896521,-0.6696185998697584,1.2646252869680072,-1.4202129989485122,-0.8664952037596095,-0.6668075087965194,-1.2511898734731952,-1.1843273385116637,-1.5181079752636586,-0.46118741313672207,-0.35490883174008503,-0.6825381542033059,-1.653697838967641,1.2533359468559955,-1.3290788291721605,0.27803371202287097,-1.0747665931188752,0.6683168667415277,0.9558323551671646,-0.8776135866276552,-1.923715729697126,0.6957873191396077,1.8758005467136352,0.415694539892434,0.16054442147971804,0.8197606096101892,2.6082162202080297
