x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,y
-1.2640526647764023,1.5279053516384395,-0.9707109380088592,0.4705596158864256,-0.10069671647152238,0.3037931847261239,-1.7259624283953676,1.5850953690155405,0.13429659312761066,-1.1068554666418748,1.578225549157934,0.10749794279303129,-0.7640478266792808,-0.7751885093661547,1.3838471654592486,0.7603850849562862,-0.28564551387128684,0.5383674765639552,-2.0838966321055628,0.9377817100958132,-0.005777996187991759,-0.46747896711516473,-0.4230152990413028,1.0644820931620136,-2.9033675966105537,1.6168903749540906,1.4255098858099506,-0.6647551187729498,0.9850178596329814,-1.7004652650824355,0.19161478885305092
-1.1001438070897078,-1.3156440908144533,0.810500910211959,-1.0447783739987215,-0.6892293733135166,-0.8527568645833081,1.113472107571644,-1.9211697177598397,-0.701402418249351,0.8490878496209407,1.0506997882323679,-0.5368744556359997,-0.029192717790845975,1.3940559849253946,-0.3978674417744099,1.0191273848547717,1.8988813000456628,-0.3548496436913289,-0.387016470612039,-1.9273053854713207,0.550756592444001,0.954355812942892,0.7827765038627524,-1.793237901948804,1.2418554963837798,1.7077468762698287,0.323153396376176,-0.9918343941759342,-1.1632823724613226,-0.02133509925254873,-9.674187361832674
-1.581995292041904,-1.2431141849608167,-0.4101690237474203,-1.0550753379742197,-1.0573121426115188,-1.2841172159232188,0.9131260405168374,-1.3877453408000875,0.030027763462286312,-0.45000776181154556,0.2056331354357321,-0.46002617906727195,-0.1734129912343413,-0.2166548443783866,-0.2599348352068893,0.5662934309673903,0.990522471289851,-0.594763301867203,0.34346297841063883,-2.589322530566582,-0.01650231874841613,-0.06609069283399115,-0.12836570418970597,-0.8955772873094923,0.5750977128449908,-0.498446705212954,-1.1553000922710281,0.9008386879950518,0.8789613065987242,-1.4949360125913533,-5.167816434074395
-0.30249370768047723,-1.0637977286906226,1.7047238524908048,0.8774261950333604,1.0025602899242294,-1.0437645381422618,1.2680277822976784,-0.2820222513987195,0.33168039114727704,0.4370614140682786,0.4550289092198558,-0.37994860695089333,0.7859275620338786,-0.25853283877159844,0.9321479644857171,-1.3907749632824997,-0.6585528487933937,0.7036294400556028,-0.961741303538321,0.9547172918282615,1.0213011441233566,0.7387329435152503,-0.4096778256057881,0.5773807286511895,0.41657997645061856,0.5214517264724435,-1.4736564845139932,-0.5971964891144038,3.0204959525736323,-0.32610716599330797,7.714166220694308
-0.5720311548407078,-0.8149771623876728,0.5996442836503177,-0.37263315141662057,0.4376973807581629,0.5141079756352317,0.7581935692333367,0.4044878638000129,-1.884185555096192,0.364433197795086,0.3847606564463104,0.8130373036961084,0.5801237847416596,-0.6058916338439614,0.22928707911648266,-1.3681591306365373,1.7747485279082922,0.40529060299700576,0.15808974524865438,0.15463855145573357,-0.5460789872284598,-0.8498991911249096,0.473231418119486,0.3801157017026658,-0.9538965282656604,-1.1117139208901239,-0.42330703794781976,-0.17209306184518144,1.51693006981128,1.2384121578485456,-9.710752442754996
-0.38874650378904163,-0.10437828926553183,0.22850879361441695,1.93340250527869,-0.9245254023344185,0.3666856234780389,0.59495425467346,2.0744126189931267,-0.0643147744144674,0.5030430543792219,-0.6389600977426074,0.3980558442659004,-0.4966800406239726,-0.19036584851439325,-0.786074545155056,-0.2432438725994106,2.1832830424692062,-1.4085373297861496,-0.4039263091872383,1.0299953371639703,-0.8449188290510339,-1.4763913558354282,0.05884045075428907,1.9932252560196777,0.43523388100711863,0.5855814096994928,-0.666517308367202,0.005426222137805062,-1.7206548972008933,1.6702379672463952,2.004255398055095
-0.20513772621982967,-0.04560066581167488,-0.6232753445455009,0.36824553916126085,2.1029929212298164,-0.5405165522741112,2.1853408681078537,-0.7552617349082162,-1.3936673691436725,0.07987626589116034,-0.7849797184586369,1.9690253319521425,-0.903782858259731,-0.3120023332943264,-1.2378046489161187,-1.6108807302689774,1.5087333818684086,0.7434094314073616,-0.6976687540342508,0.36385456987690845,1.0708793694027354,0.47276629470363885,-0.7315872043324777,0.5192371457882969,0.5040135152995603,-1.9947101667070513,0.262424167944218,-0.6144326510963358,0.41213935652277706,-0.8212917147310352,-4.254569622684159
-0.4906846670071616,0.11306182479266919,0.2894321073005833,-0.027053428008423426,0.8348053080337832,-0.8593819049351246,-1.0708580695441228,1.2546807306929542,0.4287112180195192,-0.39515855715968695,-1.0294089630035508,0.4509830086668657,0.27022106653053246,0.5047964883429154,-0.9778255390107421,0.012761604585455862,-0.015074752887887356,-0.3923102167423463,-0.9567806700310832,-0.5500414323729499,-1.756658547769159,-0.002969613020022339,-0.2909955557622014,-0.36069707745131036,-1.265144949948792,0.16353558737195997,0.8867224661782934,-0.9783415957566237,0.47000420087119626,-0.9342625830762148,-3.150938247823282
0.24833424633407658,-1.403892101928243,0.18340611459838227,0.4136412535158139,1.5279793680772824,-0.12252128995193623,-1.159011094792489,0.08904879291115626,-0.20648555842680175,0.07146248333223315,1.1710812600128082,-1.9359495570505387,1.2619398441592267,-0.1338447580316028,-0.9773146436071706,-1.3383209755915606,-0.47157322867972457,1.3055758662410943,0.8579749206051132,-0.6290701687235075,0.4075610273542423,2.845122841722618,-0.6239938230132179,0.3557161779110348,0.1453532966999681,0.8289825791010965,1.3080142337317258,-0.9168922564901126,0.7154136040621542,1.7937748770474395,1.8286810006522025
0.5601040943702448,0.6336791127561884,0.24135355843396036,-0.6126007203366434,0.8955234759011149,-1.2578169026791628,-1.1320772450025418,-0.6004494461327389,-0.8103533546733445,-0.7361285543481056,-1.033456886582375,0.0003345705456501473,0.8779048918295976,-0.5710936595844485,0.5269289300912968,0.7062485743569582,-0.36862863308843596,-0.14433417373434765,0.12763691851717088,1.8253473598599175,-1.1134908009427162,2.174251802308174,-0.26552819604223593,0.1277117591243348,0.15755612221947646,-1.7079549792970972,0.6330789799066141,1.5029047376470654,-0.005636813964245325,0.8055625942056078,-2.678416785077957
