x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,y
0.01639248087593137,0.7211843660506068,0.007737514125903955,0.08482227744523363,0.2254984104500236,0.8751245338732246,0.36357631798761336,0.5399599352125585,0.5681032138189784,0.22546336030595993,0.5721467679844612,0.6609517950296032,0.29824539331732947,0.41862685898002594,0.45308892454613003,0.9323506615420816,0.5874937474795024,0.9482523716181412,0.5560347537651469,0.5005614208491012,0.003532210966248339,0.4808890438749621,0.9274549985626518,0.19836568902671914,0.05209113438949886,0.40677889347386853,0.372396480594112,0.8571530578712436,0.02661111555995954,0.9201492297590049,1.272675468815962
0.6809029989949564,0.9042259940642177,0.6075290708206388,0.8119533124361243,0.33554387353928616,0.34956622802755977,0.3898742303282924,0.7547970815727832,0.3692911744286478,0.24221980649226726,0.9376683567905958,0.9080110836630401,0.34879731608699105,0.6346380702580473,0.27384221165307576,0.20611512871356907,0.3363395289967944,0.3270998926155012,0.8822761011966163,0.8223038147237254,0.7096232285590979,0.9593452252588969,0.42254335310805813,0.24503303855567626,0.11739843719148924,0.3010533582011998,0.14526373397045378,0.09218609736837002,0.6029321967069232,0.3641874497564469,-0.4709267050421267
0.5645703425961436,0.1913357207205566,0.6769058596527606,0.2155054472756598,0.27802359374403607,0.7417604221448768,0.5597378956447119,0.33483641286701926,0.5429887825451936,0.6939847028582425,0.912132121477629,0.5807132133944539,0.2326863788928809,0.7466976307764965,0.7777690175547075,0.200401314962654,0.820574219677886,0.4649348547228265,0.7797666620889452,0.2374782199882659,0.3325802697176764,0.9536971192916528,0.657815073149805,0.7728778305015418,0.6883743432206291,0.20430411784843272,0.4706887484465426,0.808963872711785,0.6750351269093718,0.006027885653297926,-4.033834367376931
0.0874077426528228,0.3467947202135594,0.9443655396185902,0.4911904809745835,0.27017626743033374,0.3604237194537099,0.21065262755406322,0.42120005717001263,0.21803543954947457,0.8457525073029277,0.45627059904156286,0.27980201843577024,0.9328916481414816,0.31435135362919675,0.9097146620433381,0.043418090970277046,0.7071150602676761,0.4838890390346263,0.4442210613279802,0.03632334435198159,0.04068319049138114,0.33275361706194095,0.9471195399074332,0.6176599771146911,0.3688748416809269,0.6119770390549055,0.2061315362852275,0.1650664428280374,0.3618172655313584,0.8633533515404317,-10.78961922108975
0.5094017273502238,0.29690151605685555,0.9502516250691507,0.8159660896670599,0.3229739428024262,0.9720982452279924,0.9873510978303908,0.40866013374577803,0.6559231028884748,0.40565319845122805,0.2573481057405711,0.08265267599986825,0.26361034611783196,0.27147985350974524,0.3986390796831395,0.18488603102530865,0.9538184033144764,0.10287988538115755,0.6252085331388015,0.4416973880462206,0.42351804897659295,0.3719917829242795,0.8683147101724459,0.2804769806468097,0.020576157393623284,0.9180970159591066,0.8644802775736055,0.2769017900460029,0.5234875483250184,0.10908819726431707,-6.418944886740968
0.09342706876107576,0.8374661084337091,0.410265717569233,0.6617165402023071,0.9432005584771528,0.24513059156146222,0.013159831290861401,0.02414840578377242,0.7093856924031721,0.9245518847934782,0.467330273012871,0.3751091480975187,0.5428604246774043,0.8589168375814408,0.6521538737929415,0.23297989668210628,0.7745802045205736,0.13461349733647,0.16555997072871287,0.6126822828089896,0.23878340614263116,0.7047785475555306,0.34951852739195666,0.27742396000738534,0.9989184059727976,0.04061612455845953,0.6458225216831122,0.03869958501224435,0.7602102579190041,0.23008995749829086,-6.509921585428463
0.08983186707236401,0.6484497119090478,0.7326012172929284,0.6780953149188439,0.05190094713420723,0.29430694555415615,0.45108834621987504,0.2871032897254965,0.8105134562703709,0.13111510515269686,0.6121793616905918,0.9882149436274535,0.9025565385988689,0.2221570624850986,8.188761366767494e-05,0.9805973420619889,0.8827129846973776,0.9194724663276126,0.41550355083763335,0.744615462156731,0.21283149856914907,0.3923040710839275,0.8515480513871753,0.12761222421802076,0.893865367873639,0.4965079723751131,0.42609565537257443,0.3056463880931184,0.9168487852727761,0.5176234607612891,-3.2910178733663042
0.8040263683334777,0.8576517872810324,0.9223823545915368,0.3033807340330762,0.33981085404434463,0.5950738763476149,0.44132413545947113,0.932842532619742,0.3975640516334864,0.4777780483752103,0.617186088553268,0.40473948597374754,0.9924784359251065,0.0988512845589864,0.22060331780720233,0.3226551311236502,0.14772284363962018,0.2842192345315554,0.7792452928594803,0.5228920008852178,0.03395363612822,0.9826225851871888,0.6160064775666468,0.058939478603020956,0.6611687717969805,0.3783693706952339,0.13567329712507226,0.5636645928991928,0.7270799505033303,0.6711266044701217,-11.573500324285103
0.2475131535003564,0.5248662214529077,0.5376634440708693,0.7168033641320368,0.359867348941067,0.7977325951909392,0.6279218488956,0.03833160701853866,0.5464790216690849,0.8619120954317699,0.5675741625552813,0.17582826545569508,0.510376370347584,0.7569458365293011,0.11010519644540051,0.8170990787402382,0.16748164116306108,0.5340764922160645,0.3857434824367175,0.24862376751135573,0.6474325130087323,0.03739210877243937,0.7600458067436451,0.5269406387343709,0.8757712105438529,0.5207183199213499,0.03503316853404814,0.14360096888214202,0.7956045886408273,0.4919760488579481,-5.520294565005452
0.4418792714658586,0.3184347813774935,0.28454919826713043,0.9658863124897539,0.4329693307834276,0.8840030326750169,0.6481631232057743,0.8584276462736599,0.8524495447739876,0.9563120277897015,0.697942236203094,0.8053969353943662,0.7331278954025815,0.6052268359457805,0.7173541338917317,0.7157504114248329,0.04090779303629766,0.5161108355315025,0.7926513607264746,0.242962186510004,0.46514798647401345,0.43498571096039507,0.40278716928424396,0.12183952776741147,0.5257115412701479,0.4462483652703315,0.6633927572776407,0.5494130587824516,0.027542929652153214,0.031917987605751375,-7.835741502145304
0.7013598010182327,0.707581118559356,0.9599391337244668,0.8767046815038113,0.4680596673872559,0.6259065116851689,0.45718172769626597,0.22294623666775293,0.37667699725634274,0.10388423246466616,0.6665271189949925,0.19203014371396754,0.4754677874911163,0.9674366030213775,0.03166893064808729,0.15172995005621215,0.29857918437171804,0.9418069644162544,0.9088417961283306,0.16200084081196064,0.9811177732774778,0.7507475251294209,0.5399770829325977,0.931702882961486,0.880607142176593,0.3913164925172572,0.6563431959794317,0.6473851455733436,0.3269681858229646,0.1793901746546659,2.1084527439598677
0.46680987746197866,0.2632810363066591,0.35506512636640253,0.9541439688984596,0.46113787053216937,0.6848914654765899,0.33622989476765397,0.9958610784507721,0.6587676060416672,0.19600946574558387,0.09818399862146698,0.943180571177083,0.9447778322106275,0.6213283754279312,0.016991499346243222,0.22553488427648793,0.8012767841185258,0.8754598293130372,0.45398981441265374,0.36552061827744453,0.27422501145804523,0.11697051376637502,0.11574453594909695,0.952602698407964,0.8086261147255003,0.16477936058949305,0.20705004988393305,0.6555515506604268,0.7646642151836308,0.8103148452604476,-0.35352572983076813
0.16333769133638287,0.9841282880236972,0.2278020658150265,0.5894154331306973,0.58761575531881,0.9673618856426801,0.657667443075158,0.5849042663214956,0.5187725786639767,0.7646575380975301,0.10605526058762504,0.0020919011832274403,0.9524888677894636,0.4986576795001857,0.32833537883539077,0.3680532600831057,0.8038433161189259,0.3823702124187517,0.7701691739936929,0.440462002087854,0.8440774627504414,0.07620406404935243,0.48112832758013635,0.4668497102133887,0.26432797931205787,0.9436147449446575,0.9050284578590507,0.4435963019459075,0.09715960571546922,0.20678314889670946,-4.705699193990741
0.2714918364634583,0.4842197735214392,0.33837711121872815,0.7741360698004832,0.47602660763508364,0.8703705044434535,0.9957817501352805,0.2198359500012872,0.6116713771751028,0.8475023105281434,0.9452366349450843,0.29008642504838056,0.7270427439463796,0.015016148417095754,0.8791424383895334,0.06393854911460795,0.7333953986698191,0.9946103868676592,0.5011897807926793,0.20933399073336945,0.5946435828865247,0.6241499797378908,0.6680727373286471,0.1726117421729011,0.898712692432408,0.6209913675004786,0.04356870455273687,0.6840410647070062,0.19608404662899992,0.0273407813194545,-6.728425887697792
0.5509532752332554,0.8133136385809965,0.8599411482826469,0.10352092514915767,0.6630427856834763,0.71007522445797,0.29451699407148946,0.9713639986847535,0.27868747006804684,0.06998218938487966,0.5192803611428264,0.6943148861763578,0.24465978706263503,0.33858220222995694,0.5636279830315697,0.8866781657895102,0.7473259059374144,0.20959195911478068,0.251777070721103,0.5238806891674935,0.7689586949648641,0.6187617781927369,0.5013242663009158,0.5971253398402422,0.7560600291296606,0.5370797938003441,0.8977527442040371,0.9470674904902782,0.9153545066254917,0.7545183400600219,-4.320760765195667
0.2463210039912228,0.38527144600888763,0.27999995106635067,0.6576602410591048,0.3242216244416859,0.7543916049043361,0.11350907840928237,0.7753647628426916,0.5859019746533354,0.8353886871465002,0.4308756521307119,0.6249644532088534,0.5544121315655142,0.9756712663530814,0.75547439141811,0.5448132494076166,0.17403209053872037,0.9041142168501333,0.2058377826833102,0.6500432567901567,0.9364718529746944,0.22357963021169147,0.2259235407364153,0.8518189104220247,0.8276550259688847,0.3517033529777046,0.26509628868184487,0.12738847226176264,0.9879361031001443,0.8353431008802664,-5.196541708761772
0.8993916049390368,0.5136793260104071,0.11438483228627394,0.052580338450309294,0.3305821028149494,0.9203304329868399,0.9475818351374471,0.8411638657691359,0.15867914347054068,0.41992317111107913,0.24624291870012616,0.20534977472836524,0.6848258501106498,0.48611166771976655,0.32490964497582575,0.10021446233482167,0.5447633709916293,0.34702515306689696,0.39109580615045947,0.3105087417947062,0.3871952049195172,0.5558595845777259,0.01414380559704298,0.8476469952234775,0.921919861628906,0.550529690458703,0.26802111678461615,0.990239000214079,0.3831940300064184,0.6936553942904969,-2.828940465737605
0.6899525472450695,0.43430906465916996,0.19915815733342257,0.9665793758873915,0.06369085931987073,0.48514938782304673,0.2207307097902793,0.29397413222781144,0.8285273221945306,0.36726556298291757,0.0833482697088479,0.19630900512198524,0.8603734102651812,0.9770288500601702,0.2679821606163737,0.6754089877031894,0.08119899749979076,0.7234655918313483,0.41643661240045915,0.9181599182878918,0.31153616995334044,0.9414669974055251,0.5032474270825046,0.3488929240337493,0.6470195951367086,0.24974620331112607,0.22976359734951513,0.19634644462476158,0.9598995638258104,0.49291372761857344,-7.922317433994367
0.7516149628649933,0.4739918813306616,0.587540160067117,0.5841389811359987,0.9798863079173877,0.6684331241791219,0.23976947157144035,0.015197659163774913,0.21868213967471284,0.4555196422979567,0.3934203367264807,0.8123262393163492,0.7855567550012524,0.08909596791341601,0.9520107249691939,0.5274566773831276,0.5964039628598135,0.4050567713073343,0.6495009556955038,0.8713263034994649,0.6739359668194994,0.9700985438195028,0.70112224966202,0.8217207364459764,0.04503958381883444,0.6726985139975504,0.6547526444539162,0.1017460509816237,0.8423874960636102,0.6141724039011307,-7.793088700898602
0.09832809038493295,0.5944671187226835,0.4784158483289743,0.23329356988780536,0.01975609057967087,0.36556728118576176,0.6198510774700762,0.32927913348729276,0.30725465251557216,0.7511212421236493,0.7586246475558129,0.7187658354791752,0.10118195410518882,0.5161659569719435,0.5577986603652184,0.7448045269403941,0.9031777222608673,0.369038866038102,0.42866347233907953,0.73276749239863,0.6626364186702072,0.5578699009183914,0.3501396320029525,0.19535234655710854,0.18380737200776398,0.08158329044987267,0.08120084988608878,0.8457982236337457,0.3836727491738574,0.06073962294844848,-1.3211510946162919
0.8964256715352398,0.2232704743535645,0.2681244303112845,0.19449783954442568,0.9675010598827931,0.11254008616830458,0.7221632421646765,0.9320887430439108,0.6680012953223041,0.8587266094526644,0.2424471019132517,0.6739279785938584,0.7008713399668177,0.4583325126729758,0.8705456206135345,0.6943861001685755,0.8948777911388328,0.7532043532734796,0.5202904213134976,0.49868821599564317,0.4537276267000506,0.02164686285306583,0.5351414000152167,0.4229732337142639,0.1575335961026365,0.11906969838693071,0.4493518783136614,0.03991305354624952,0.9865798891004532,0.3781209313069236,-7.936139895681578
0.38210919295113155,0.051126300536686764,0.4266723339526386,0.01574543731324174,0.030093633332828995,0.33909923316240465,0.8209689477458776,0.45882107993259647,0.014840579205987692,0.16322003168957488,0.739922721951798,0.738293737144718,0.7545229064049134,0.3516693761835352,0.3522769470389784,0.802075667038983,0.39813788548916507,0.7271910050605631,0.5811230088811801,0.3643416795747092,0.08000652000512909,0.11612537647336085,0.8895587233089042,0.45234051002238485,0.9940045389344353,0.3638969484935056,0.24995430466993274,0.35053931981098774,0.3430860969639926,0.6373567316294646,-5.561851897485952
0.012737563683906106,0.7632686372671517,0.4164146251970451,0.4322391936696519,0.4811150151307366,0.44921244879621824,0.4974708990603951,0.34590431035752467,0.4533461368902775,0.4046513356809647,0.5182427179770788,0.6232690848561278,0.24104060721752496,0.5084371488081444,0.5946219192109039,0.016948314590105373,0.5204937386572783,0.23929324602658064,0.4045385479446476,0.826530162357383,0.3262355967604622,0.48321692374912206,0.024741153660115422,0.3087508781652204,0.6397210930860819,0.31516177455940775,0.2057975061817966,0.29065567988965013,0.9543783068089432,0.08680182225227817,-2.396240412682721
0.4633577635747146,0.058386903658624534,0.5386582412888192,0.14603573698444772,0.6340848052471737,0.2643974624901212,0.6909153889222626,0.347146059668729,0.004168488607576015,0.2948947090182449,0.08189443905104887,0.49503963158973086,0.288890068654162,0.6399918687621287,0.49993594743139114,0.036044852595867316,0.31863390057039687,0.48905919073955906,0.5722038425843097,0.10487129392800054,0.6499712904268959,0.343697677723261,0.18292129395367973,0.8053266882790332,0.06862338687313652,0.9297698533372969,0.7062661601303956,0.4755910202923487,0.01116088488411926,0.390125311046398,-0.4388334758724415
0.6457984135282456,0.8589130980412888,0.6177639941094255,0.3977074212507853,0.4473593867448036,0.8732953268532846,0.35135730950679667,0.06515759862180714,0.4426725568499228,0.9984591260097077,0.37977286267281785,0.1930547166890757,0.04513013659780696,0.17096888260536136,0.3240644043695198,0.5742783354620916,0.6655884157562835,0.042818924195211605,0.9361801031938363,0.2356383448612519,0.14906200766843047,0.5308294340622896,0.6775858190042967,0.30725278935989797,0.6694412187446899,0.2942938530148238,0.9021715201612056,0.880694737171234,0.0711943767410178,0.1504025201960396,-3.9488302413010454
0.6980586861472202,0.0001201014889748997,0.8218136150267097,0.3562398124652866,0.7446198947545006,0.04423720685449484,0.20926442939807244,0.07080517959519861,0.1798237951045193,0.3844212322747834,0.49155181100395373,0.9160913601419256,0.6271740199860284,0.7064798139812818,0.08211067667254335,0.28678708813342346,0.9917319129530874,0.5604223016441914,0.7878174334005028,0.032482466006406585,0.08407621413326916,0.10923319810167553,0.015285844338775223,0.9219789686573339,0.25363528617311826,0.9965691311316394,0.7381298505423592,0.25061079011609555,0.9918046356850355,0.8685338575255553,-2.5277328710679186
0.1649980054209842,0.18532191125874853,0.6801861414673155,0.07828024559427016,0.5845248623936022,0.06660292464904871,0.22129760626887052,0.9484399533255526,0.4985716373493645,0.5737129695138985,0.26968327786026836,0.4400616451609102,0.13300240607257474,0.5166163103030836,0.05395579279990459,0.04824936856366979,0.6796477396069475,0.054981610477190856,0.5212838456191103,0.26602649415720425,0.18769394300706577,0.573318890054647,0.2964632973497249,0.4563823747270054,0.1389738387144941,0.12648568845322272,0.10652893485498638,0.07156011243383231,0.5537137187007652,0.7560054914875787,-3.515018135178029
0.7923668721988562,0.9578448081393994,0.16839236019087556,0.13561895388884104,0.4699547793101889,0.8610075256721501,0.7670692739263102,0.5581781082188324,0.1567832656077368,0.3912625691057221,0.7193457766547499,0.373412684942362,0.039119350276662024,0.5838839610732013,0.7201345796929494,0.7147714916424567,0.16486583853472825,0.3359915894039337,0.40917229229691976,0.4204814127271258,0.11415848950467766,0.3855315307013548,0.5066321865438292,0.7105606721163715,0.5694476888441,0.4049305603988991,0.927597362754534,0.5980835666317381,0.974790883705413,0.8673763563501399,-2.830198360860242
0.6736261016251144,0.8993134954247056,0.9912396781183261,0.22087726696414445,0.6910565199038041,0.9187792778591289,0.017400160016465716,0.7994889965325843,0.08940294989100761,0.9165542974452134,0.6120133734041533,0.16206943856657874,0.03941016757105342,0.8278214837762211,0.13949194094478945,0.9395413738468219,0.09086525670025025,0.8379784837932323,0.42353254323050993,0.8727353473901136,0.7685742417824326,0.8528822823602011,0.47024209241024084,0.713768316728699,0.31866759269043055,0.047173267813417796,0.23240011085404888,0.0013616391052536647,0.363028155988514,0.4938288369840338,-1.6381738313174465
0.01940708762980925,0.007729815226446779,0.6864635684323059,0.10043584187181942,0.07384550622622144,0.49559817530501304,0.7181593095808105,0.9771652386329632,0.295397300164689,0.11751797398210662,0.06853658403996399,0.20751069658775134,0.10005465705420846,0.003384361400927016,0.28507369216004574,0.16420688366851266,0.018249902095130777,0.35463198344715585,0.8259157869916892,0.3036615152799206,0.7100997364935842,0.7287349476517933,0.025556463696010834,0.9617851029340253,0.13900939299001092,0.7174649893036351,0.3794431349525188,0.8682225427483897,0.9949610284237349,0.19332296735778487,-2.807296688217764
0.819455618048128,0.5055029475794093,0.9654310642829935,0.6580889974332463,0.5932379016462982,0.22952344760320242,0.7187000643108201,0.288201287061565,0.8457586127407858,0.9772636590983661,0.007792981479275096,0.9546330818934625,0.3584602931641321,0.48831567951030963,0.924085513698029,0.7759576887052012,0.24322248811018343,0.09685268804550495,0.8412262277449073,0.7470601324732332,0.8583394231765783,0.38404132838997673,0.49211371063302844,0.4650186279731954,0.31472167055130085,0.33567237800549976,0.7186492591848833,0.7530711267273027,0.8638539865096316,0.844902038075601,-12.392596719044251
0.7539377105246219,0.3327778178692391,0.7100463378231017,0.9726244921082926,0.9162399148722233,0.9714877263896551,0.03620751994370863,0.6115991369074755,0.21534290097372677,0.24655973439900525,0.8440609081355757,0.7501916797917209,0.32880241893761997,0.519915363650133,0.18832987706075344,0.00382720380011059,0.8999581069791946,0.7096423193928051,0.528818447000422,0.05409886255562246,0.4208401774223107,0.3800419010243351,0.1715469965099633,0.15618827880196107,0.1731777972270836,0.59683559577496,0.12470395184011662,0.2385492566633961,0.9462721810039642,0.21946178445202602,-1.6707157902496959
0.7638565964984856,0.5980400095485338,0.41315680944695266,0.5952858934976855,0.1336200299216581,0.484187887928096,0.9721335039087353,0.42772081510836213,0.24288124442091474,0.9275068806227654,0.6107743199663115,0.7278572444454114,0.5434046245690786,0.01120201002694099,0.7557001104184699,0.9786971759219734,0.7161876074970128,0.8087573705387737,0.8515866695612022,0.9992012625846259,0.2886134989702105,0.44938419231881843,0.5428260899988561,0.1524556943044103,0.48097600058218415,0.2769808867928154,0.8369323505357145,0.3470635977228351,0.08168466211302361,0.010085418920659839,-5.972331817318481
0.860543487543884,0.8588457137994617,0.9340887055732862,0.07254553297320865,0.39475864922084725,0.42819394353894646,0.8608837840751682,0.26142039251053584,0.30220439800304577,0.7327272691876774,0.18005249063483542,0.6353748361771526,0.7422092349960637,0.18045346571675858,0.22194476771336202,0.6998092479479775,0.7945043175557255,0.9533548269224817,0.3086498973641878,0.5486335841144566,0.1468127555590335,0.43689515932588896,0.261120684571695,0.3488001803856452,0.803365598756558,0.80322972419814,0.7045056792616986,0.12363930847206839,0.28402507874879435,0.9392958226326295,-4.879284840432854
0.45252615102763794,0.6218447514579171,0.01830905502052138,0.5180200481075996,0.6891428701721938,0.05888178283296075,0.11528453304513919,0.3683692970499651,0.944458763278432,0.2487980037450992,0.021602672641142906,0.8092784724322967,0.849248377182388,0.5366955009476221,0.8930472188945224,0.17903407466058452,0.2746686232102218,0.02044973490459201,0.5834322817573919,0.8873887484571001,0.6064012589192158,0.08028582035404708,0.6932235438882179,0.6759406128419273,0.1667442101798039,0.8289842908805425,0.9123903621811567,0.3916990857524636,0.30876411669695836,0.5746737518437246,-3.1689674071370857
0.9725171919229125,0.7249631190795638,0.7900625524495016,0.7685834719627096,0.9569939572725251,0.8161921996467187,0.26831423819668887,0.23130105200190465,0.2420906447845267,0.21293490748927713,0.20826340814578437,0.9345023776963969,0.9516624435158816,0.08985440439667292,0.06407434961235747,0.8570303205049885,0.5637418628287012,0.21156631862473252,0.46181668586673796,0.07374629901068497,0.9822166834654663,0.13995143199050641,0.8065533350386561,0.9581798185048573,0.7110111126922355,0.08855097432789794,0.5899849803711318,0.1292164999154305,0.8669500327749734,0.6728263562058859,1.2761004404272906
0.9420561490330617,0.1458858569184408,0.45368435794768713,0.5435631239749626,0.10833803009143916,0.6769056919371166,0.5664356149215415,0.3480420588875117,0.4129173826034642,0.7962289176040044,0.35641322280696996,0.9726331451146794,0.9181846335524408,0.07808611679049138,0.8524168263965496,0.673778934478518,0.05531949698553684,0.9553661368178342,0.8334869804002868,0.8326839632564564,0.9156449921115078,0.9210843010221293,0.21907953146441606,0.9373626095513754,0.04793012938412089,0.8814323054374781,0.4567125224176356,0.831167748366415,0.2730412985439642,0.7548630521424123,-7.126241346992822
0.8046999058512391,0.08093737158373315,0.914414460752642,0.8172505974725556,0.5954620298185096,0.7079293999505097,0.3458202832516861,0.4705603626687358,0.14736283396794125,0.4999072858891178,0.7828213461436294,0.5583964184532096,0.1334843959899742,0.8295519919030981,0.7379867675284307,0.037354975360983644,0.8048816811146204,0.8652444853096971,0.5123795634425967,0.37859381232645817,0.08347909181321123,0.8282759783077412,0.0036588640644755754,0.3434866959260868,0.32773520659458477,0.9120123284372971,0.44929106787451956,0.8886575384039566,0.08929523471394496,0.846078817478295,-5.243229559448113
0.6123783545936673,0.5379190819795957,0.3059558297082673,0.49036927713589373,0.27345448137765704,0.45581795683209114,0.7688169417869105,0.6254904807548058,0.6805344464906496,0.8922167604606313,0.05293934771288489,0.19894303761100973,0.7241939404823122,0.4082357103728371,0.6502132462337261,0.897765112077134,0.7360034266164465,0.933117273914163,0.15194160481130414,0.7566292970125722,0.7026270109386581,0.007552738238338463,0.04297539946447548,0.03376958608310665,0.5276173979912376,0.7765097991089517,0.40535759969837226,0.003229888493556543,0.17489468934710306,0.9485049086953381,-10.935409206242525
