x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,y
0.9600173033359185,0.699512049949576,0.9998672926238792,0.22006729978285178,0.361056353964058,0.739840990209437,0.996455725089097,0.3163469777906084,0.13654457982352464,0.3839800101516001,0.3205192835651931,0.3664147530835151,0.7096515625881274,0.9001424305233735,0.5341154391977205,0.24729376490994515,0.6718065625770753,0.5617291073131376,0.5425598767095098,0.8934476036949007,0.842779549565043,0.306012589949623,0.6311697774551955,0.6802388604461551,0.9704275603953206,0.8935671519207612,0.9424258613607805,0.6422254812227944,0.6146476338420842,0.22768325439797588,1.306687783552608
0.48603186896637274,0.8072192993884133,0.844220153522363,0.5346808662299573,0.75779804985444,0.4996768861038394,0.850327896594962,0.6196967753560718,0.8616141790501138,0.23169719664900035,0.4022184145807711,0.6243750621598855,0.14303670588390183,0.12279848359327927,0.4168299107625021,0.55688298205196,0.9414191754394224,0.40925902250323054,0.7367514493829402,0.9954506743662491,0.9166643492109676,0.002023272594058212,0.9713316932292897,0.8890481766987238,0.69948860623719,0.0975246685479263,0.5734290389184014,0.8200371163300957,0.5608910506455944,0.3507624607204416,2.702635553962955
0.5434997560938548,0.8795890917121209,0.11409656487218656,0.031438805443634976,0.9528100603730366,0.28874347436007175,0.4419491708850247,0.25902153226143165,0.5968914437271092,0.6552860459773097,0.2756954606457642,0.8579724579391195,0.8887241463838484,0.2850605910653178,0.6595604191091031,0.9721202593668238,0.7968741125563475,0.1794644011767761,0.7846729778876521,0.9701278885757159,0.3628117689857211,0.08788606476009508,0.343833423729332,0.5711096456911043,0.16551268246031936,0.6316159388531115,0.06556553529884612,0.9128741912049831,0.08865397922675455,0.19938767830182724,2.90100024078886
0.47195269795088235,0.4409971801977378,0.7655514266886346,0.012743533666867535,0.6806629641709289,0.2756026399235382,0.6039798212578414,0.5459728461872907,0.20978981055078283,0.1361227536800812,0.7691626139537227,0.4745842525855086,0.5191131687478104,0.9441930457993154,0.6435253619088376,0.4382503727369158,0.46378770760574095,0.24883145382893634,0.25675936951200384,0.02299406471310539,0.9324050870187046,0.39225900633456545,0.6482873731772371,0.35673952575982737,0.11044039822543339,0.4485582006417287,0.46892383646194713,0.05814587189395937,0.8166037025462897,0.28934125419905854,0.8861004559408314
0.6510913486142509,0.15370561722706666,0.5282710737487201,0.6821484990263211,0.7117996133726455,0.7426166831398716,0.578734368065148,0.3804997323794479,0.7650496207504589,0.05123622729922084,0.9123363086538796,0.43704300569307764,0.6359514792116346,0.8214207936204565,0.17621021357620914,0.5517914990855354,0.5484066055322694,0.9203280793978186,0.8332868975383778,0.6600190198600491,0.689698697488411,0.28624576133562707,0.9018688780957155,0.05522385012184483,0.4210961338309971,0.7868955865532546,0.9272838481483467,0.1574407373971164,0.5585842924135593,0.4511717569447983,1.0548404040933346
0.7489853601394706,0.8392536536065494,0.045574626831785925,0.5056430617530376,0.5888148077428697,0.06176831515473502,0.0249223184136671,0.5925895412131886,0.7393777889149316,0.009683949656655533,0.9822929964903885,0.04589360266046649,0.5668050826030613,0.09945230026698948,0.35033697346952086,0.39446346254319076,0.38728286423063396,0.4026991724007808,0.9299161456275704,0.9421376901338476,0.18024039388297874,0.7305131084085753,0.6801812499257602,0.8838983852939835,0.5808750651981254,0.6987744891482957,0.2512847168134523,0.812918537453546,0.5629082529013656,0.31027156380941834,0.40548583380343695
0.37463452689861065,0.8218163018659373,0.9053695856172267,0.9182387006882712,0.2294505756274452,0.1496799063141213,0.764679991136439,0.3299440540147187,0.9218932736828969,0.39975793600422727,0.17801445745707967,0.09803848432106199,0.12368875040235072,0.6286570114146864,0.4756584114345037,0.7022890631739275,0.10226279433958463,0.09267715374413865,0.7250370793312886,0.3711466347826846,0.2863944197271244,0.8794267180123309,0.03459653327767165,0.018205185772184884,0.31771564479989034,0.37512831235045696,0.996912293795331,0.8150521629726776,0.6415035270066541,0.1535907037805837,1.2059845127520794
0.733059144077393,0.28739314812988614,0.36913285641972904,0.016731749271506113,0.8529861986989519,0.3094909586677357,0.5629270967182716,0.09093262535977087,0.7926015812165997,0.029209489317782777,0.0557266814938735,0.7203498353216261,0.031169561221821906,0.4826009545378005,0.7115296563164449,0.4805047631149235,0.8010160764432938,0.5488741392669403,0.60290393367072,0.7592791718698868,0.01156202888314628,0.9287980445048418,0.6185095770728929,0.8009320263275697,0.011952713141286542,0.5633755771582749,0.2057715844890835,0.2707413083513932,0.381123790426827,0.9991513379670532,1.9835926235394015
0.9901257723570593,0.7638542292007047,0.07183356892844561,0.9740279182394399,0.9855316924827785,0.24019426443006098,0.5010167012765753,0.6956375188077353,0.2651874728015893,0.9654396855870505,0.8985955811985089,0.5254843248347338,0.5075200600686791,0.438633283195327,0.010064105629034814,0.8521535427551477,0.6812277931933957,0.9551423784639681,0.24642167220932465,0.1386328445952434,0.6773847498974537,0.6355033660905427,0.6135132849655515,0.924742701159165,0.059797227161024424,0.7218038325405484,0.9737431060651186,0.06494250091092246,0.5939629688560691,0.15831533411344767,1.4640030969175837
0.9946717474226823,0.861181286257754,0.36502314994106144,0.9950603829487744,0.3235694128028398,0.42025776739532594,0.04828704990528554,0.36736315229051386,0.16626656005629414,0.1600449569054968,0.3762258277500359,0.2262619588541268,0.2925534922748979,0.41860581260435314,0.8058520858682707,0.010994743642253946,0.14961043798701457,0.9782714500756085,0.04095061157841895,0.00021870577242200095,0.8683066792360413,0.10672834240656381,0.885054549895466,0.6526765458798934,0.1706113286592026,0.016225608667717384,0.1442367950610135,0.17061016479816082,0.8928596461633466,0.20002340149651932,0.5448990673884025
